TWEET,BELIEF,CONFIDENCE
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 7,No,0.4667
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 9,Yes,0.693
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 1,Yes,0.6717
reading paul krugman s enlightening article on the economics of mitigating global climate change url,Yes,1
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 11,Yes,0.6746
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 12,Yes,0.6678
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 13,No,0.5775
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 14,Yes,0.515
is global warming the greatest lie ever sold healthy home smart author aydan corkern title is global warming t url,No,0.6658
global warming great the threat from climate change is serious it is urgent and it is growing president ob url,Yes,1
on earth day redding architect james theimer had some harsh words for skeptics of human caused global warming url,Yes,0.6517
marc beauchamp not all global warming skeptics are stupid on earth day redding architect james theimer had som url,No,0.6678
global warming conference set sunday pittsburgh post gazette robert bullard known as the father of environmenta url,Yes,0.6347
climate change mechanism set up url,Yes,0.6848
if humans are causing global warming then why are the ice caps on the ice caps are indeed melting on mars d url,No,1
i hope this global warming climate change stuff continues i m really enjoying the cold spring weather here in north los angeles,No,0.6903
childs johns hopkins started pgm on health and sustainability environ change climate ch biodiversity loss all impact public health,Yes,1
state of virginia to investigate global warming scientist mann foxnews first word emerged that the inspector gene url,Yes,0.6646
what causes global warming global warming cause im 13 and ive got to research on what causes global warming i url,Yes,1
a new pew center report delivers concrete recommendations for structuring a federal response to climate change url,Yes,0.6778
global warming crowd fears warming earth melting big rock candy mountain raising sea s glucose skeptics say mountain stickiness cyclical,Yes,0.3523
global warming environmental effects by mark somerfield global warming is thought to be caused by excess co2 in url,Yes,1
watched british debates on cspan frightening every candidate is a leftist including those on the right i e global warming is truth,Yes,0.6761
geologists study historic patterns of climate change university of cincinnati geologist tom lowell is part of a t url,Yes,0.6378
is global warming a real problem or a hoax by mark hopkins global warming is a real problem but so is proving be url,Yes,1
giles slade mccarthyism and climate change is it strange that sarah palin who once thought africa was a countr url,Yes,1
global warming a market proposal even libertarians would love christian science monitor libertarians may debate url,No,0.7077
how does co2 cause global warming global warming cause how does co2 cause global warming why specifically is url,Yes,0.6822
us government s new climate change claim global warming causes before i begin i promise you that the story url,Yes,0.6417
conference at tom ridge environmental center focuses on climate change by dana massing more than 8 representativ url,Yes,0.6801
the folks who promised offshore drilling was safe are the same folks who say don t sweat global warming,Yes,0.6952
climate change debate climatologists weather meteorologists many television weather forecasters doubt global url,No,0.6452
government scientists suggest inter agency fuzzy hubs to deal with mass extinctions brought on by climate change url,Yes,0.7896
vattenfall s ceo on clean energy and not being a lone wolf on climate change url,Yes,1
